ID,Тип_покупки,Категория,Название,Адрес,Город,Телефон,Email,Сайт,Заметки,Приоритет,Источник,Верифицировано,Доверие,Дата_проверки,Источник_проверки,Халяль_нужен,Холодная_цепочка,Текущий_поставщик_лаваша,Сезонность
R583,Институциональный,Институциональный-культурный,CCCB Centre de Cultura Contemporània,Montalegre 5,Барселона,+34 93 306 41 00,info@cccb.org,https://www.cccb.org,Артистическая публика — открыты к новым продуктам. Канал через restaurant manager | Размер=~300 000 посетителей год; Тип_отношений=ЧЕРЕЗ_OPERADORA; Реалистично_для_PYME=3; Как_закупают=концессия; Через_кейтера=Концессионер кафе/restaurante; Тип=культурный,3,cccb.org,Частично,3,2026-05-28,,,,,Круглый год
R584,Институциональный,Институциональный-транспорт,Renfe — Estació Barcelona Sants,Plaça dels Països Catalans s/n,Барселона,+34 902 32 03 20,proveedores@renfe.es,https://www.renfe.com,Каждая точка в Sants — отдельный концессионер. Канал — те же Areas/Pansfood (см INST-019 INST-020) | Размер=~40M пассажиров год Sants; Тип_отношений=ЧЕРЕЗ_OPERADORA; Реалистично_для_PYME=2; Как_закупают=концессии через тендер Renfe + Adif; Через_кейтера=Areas / Pansfood / Aigua de Coco / локальные операторы; Тип=транспорт,2,Adif / Renfe,Частично,3,2026-05-28,,,,,Круглый год
R585,Институциональный,Институциональный-муниципалитет,Casals municipals — Lloret de Mar (Casal Gent Gran),Plaça Mossèn Verdaguer s/n,Lloret de Mar,+34 972 36 26 11,casalgentgran@lloret.cat,https://www.lloret.cat/ca/seccions/casal-municipal-de-la-gent-gran,САМЫЙ РЕАЛЬНЫЙ КАНАЛ. Casal в родном городе Эль Лаваш. Прямой контакт. Можно начать с дегустации/пробной поставки | Размер=~3 500-4 000 пожилых членов; Тип_отношений=ВОЗМОЖНЫЙ_КОНТРАКТ; Реалистично_для_PYME=5; Как_закупают=прямой контракт с поставщиками; Через_кейтера=Внутренний бар-столовая; Тип=муниципалитет,5,lloret.cat,Частично,3,2026-05-28,,,,,Круглый год
R586,Институциональный,Институциональный-университет,Universitat Rovira i Virgili (URV),C/ Escorxador s/n,Tarragona,+34 977 55 80 00,contractacio@urv.cat,https://www.urv.cat,Tarragona/Reus далеко от Llloret. Через operadora | Размер=~13 000 студентов; Тип_отношений=ТЕНДЕР_ТОЛЬКО; Реалистично_для_PYME=2; Как_закупают=тендеры PSCP кампусов Tarragona/Reus/Tortosa; Через_кейтера=Локальные операторы (Eurest / Serunion); Тип=университет,2,urv.cat,Частично,3,2026-05-28,,,,,Круглый год
R587,Институциональный,Институциональный-университет,Universitat de Vic — UCC,Sagrada Família 7,Vic,+34 93 886 12 22,info@uvic.cat,https://www.uvic.cat,Меньше масштаб — потенциально гибче. Сложный канал | Размер=~9 000 студентов; Тип_отношений=ТЕНДЕР_ТОЛЬКО; Реалистично_для_PYME=3; Как_закупают=концессия через тендер; Через_кейтера=Локальный концессионер; Тип=университет,3,uvic.cat,Частично,3,2026-05-28,,,,,Круглый год
R588,Институциональный,Институциональный-университет онлайн,Universitat Oberta de Catalunya (UOC),Av. del Tibidabo 39-43,Барселона,+34 93 253 23 00,info@uoc.edu,https://www.uoc.edu,НЕ подходит — онлайн-университет без кафетериев. Только корп ивенты | Размер=Онлайн ~80 000 студентов; Тип_отношений=НЕ_РЕЛЕВАНТНО; Реалистично_для_PYME=1; Как_закупают=n/a (онлайн без столовых); Через_кейтера=—; Тип=университет онлайн,1,uoc.edu,Частично,3,2026-05-28,,,,,Круглый год
R589,Институциональный,Институциональный-военный,Cuartel General del Ejército (Ministerio de Defensa) — Barcelona Comandancia,Carrer del Bruc 49-65,Барселона,+34 93 317 12 71,oficinacomunicacion.bcn@oc.mde.es,https://www.defensa.gob.es,Очень закрытый канал. Тендеры через PCSP (contrataciondelestado.es). Subministrament хлеба — отдельный лот в общенациональных тендерах. Очень тяжело для PYME | Размер=Гарнизоны Каталонии; Тип_отношений=ТЕНДЕР_ТОЛЬКО; Реалистично_для_PYME=1; Как_закупают=через Plataforma Contratación Sector Público (PCSP) + Ministerio Defensa; Через_кейтера=Sodexo (исторически) / Albie / Ausolan; Тип=военный,1,defensa.gob.es / PCSP,Частично,3,2026-05-28,,,,,Круглый год
R590,Опт,Опт-Этнический импортёр,Monolith Alimentación España SLU,"Pol. Industrial La Alberca, Av Villajoyosa 71 (calle Benimantell, 45)",La Nucía (Alicante),+34 966 897 145,spain@monolith-gruppe.com,monolith-gruppe.net,"Уже импортируют армянский лаваш (Pan de Armenia марки Hayk Pan и др.) — главный конкурент по каналу русско-славянских магазинов. Шансы: white-label под Monolith или брать те магазины, куда они не доходят (Льорет, локальные деревни Каталонии) | Кому_продают=Русские/восточно-европейские магазины по всей Испании, оптовые сети, частично HoReCa; Размер=Крупный (международная группа); Тип_отношений=КОНКУРЕНТ_УЖЕ_ВОЗИТ_ЛАВАШ; Реалистично=4; Что_импортируют=Русские/восточно-европейские продукты: бакалея, алкоголь, напитки, заморозка, охлажденка, лаваш, пельмени, конфеты, консервы; Из_каких_стран=Россия Украина Беларусь Литва Латвия Польша Болгария Армения Грузия; Холодная_цепочка=Да (заморозка + охлажденка); Специализация=Русско-славянский",4,monolith-gruppe.net/en/company/locations/monolith-alimentacion-espana.html,Частично,3,2026-05-28,,,Да (заморозка + охлажденка),,Круглый год
R591,Опт,Опт-Этнический импортёр,Monolith Alimentación España Norte SL,"P.I. L'Empalme, C/ Barcelona 10",Llorenç del Penedès (Tarragona),+34 966 897 145,spain@monolith-gruppe.com,monolith-gruppe.net,"[ДУБЛИКАТ → СЛИТ С R590] Северное подразделение Monolith — обслуживает Каталонию, в т.ч. Жирону и Барселону, ближе всех к Льорету (около 100 км). NIF B55613707 | Кому_продают=Каталонские этно-магазины, HoReCa, Cash&Carry; Размер=Средний (региональное подразделение); Тип_отношений=КОНКУРЕНТ_УЖЕ_ВОЗИТ_ЛАВАШ; Реалистично=4; Что_импортируют=То же что головной офис, но дистрибуция на Каталонию; Из_каких_стран=Россия Украина Беларусь Польша; Холодная_цепочка=Да; Специализация=Русско-славянский",4,northdata.com / monolith-gruppe.net,Дубликат,3,2026-05-28,,,Да,,Круглый год
R592,Опт,Опт-Этнический импортёр,Balkanica Distral SL,"C/ Hort del Portuguès 1, Polígono Industrial C",Xàtiva (Valencia),+34 963 134 374,info@balkanica.es / lopd@balkanica.es,balkanica.es,"Единственный сертифицированный (IFS+ISO) этнический дистрибьютор в Испании по всем температурным режимам. Покрывают Испанию+Францию+Португалию. Есть второй адрес в Torrejón de la Calzada (Madrid) и Cash&Carry. Идеальный канал — могут взять лаваш под свою логистику | Кому_продают=Этно-магазины 100+ еженедельно, рестораны, Cash&Carry собственные, частные покупатели через BalkanicaOnline; Размер=Крупный (50-200 сотрудников); Тип_отношений=ИДЕАЛЬНЫЙ_ДИСТРИБЬЮТОР; Реалистично=5; Что_импортируют=5000+ артикулов: консервы, мясо, рыба, сыры, мука, напитки, алкоголь, лаваш, выпечка; Из_каких_стран=Румыния Болгария Польша Сербия Украина Литва Латвия Греция Турция Россия; Холодная_цепочка=Да (IFS Logistic + ISO 9001 для ambient/refrigerated/frozen); Специализация=Русско-славянский+балканский",5,balkanica.es / bestfoodimporters.com,Частично,3,2026-05-28,,,Да (IFS Logistic + ISO 9001 для ambient/refrigerated/frozen),,Круглый год
R593,Опт,Опт-Этнический импортёр,Cesta Selecta (SwiftCargo SL / Punto Culminante),"Centro logístico Barcelona / Recogida: Consell de Cent 493, 08013 L'Eixample",Barcelona,+34 932 17 61 16 / +34 685 89 03 42,atencionalcliente@cestaselecta.es,cestaselecta.es,"Болгарско-русский фокус, базируются в BSN, доставка по всей Испании. Связан со SwiftCargo (СамСмак). Подходит как канал в BSN для русско-славянской диаспоры | Кому_продают=Розница в Барселоне, доставка по всей Испании за 24-48 часов, частники; Размер=Средний (онлайн+склад); Тип_отношений=ВОЗМОЖНЫЙ_ПАРТНЁР; Реалистично=4; Что_импортируют=Кефир, сметана, рыбные/мясные консервы, сладости, снеки, вина, ликёры, лаваш, замороженные пельмени и вареники; Из_каких_стран=Болгария Украина Румыния Россия Польша; Холодная_цепочка=Да (cold chain через Logifrio-аналоги); Специализация=Русско-славянский",4,cestaselecta.es/tienda-rusa-barcelona/,Частично,3,2026-05-28,,,Да (cold chain через Logifrio-аналоги),,Круглый год
R594,Опт,Опт-Этнический импортёр,SwiftCargo / СамСмак,Almacén Barcelona,Barcelona,(через сайт),(через сайт),swiftcargo.es/store,"3 | Кому_продают=Этнические магазины (B2B дистрибуция), конечные потребители ""Mano a Mano""; Размер=Средний (3000+ SKU; Тип_отношений=Возможна (контейнерная логистика); Реалистично=ВОЗМОЖНЫЙ_ПАРТНЁР; Что_импортируют=3000+ продуктов: украинская/русская/польская/литовская еда, лаваш, замороженные хинкали, конфеты, напитки; Из_каких_стран=Украина Россия Польша Литва Беларусь; Холодная_цепочка= лидеры по доставке посылок в СНГ из Испании); Специализация=Русско-славянский+украинский",3,"Заявляют — ""были первыми кто доставляет этно-еду конечному потребителю"". Сильнее в посылочной логистике, дистрибуция в магазины — вторичный канал. Базируется в BSN",Частично,3,2026-05-28,,, лидеры по доставке посылок в СНГ из Испании),,Круглый год
R595,Опт,Опт-Этнический импортёр,Emigrant Market,(сайт работает по всей Испании; не указан физ.адрес склада),Online (Испания),+34 632 785 273,(через сайт),emigrantmarket.es,"Скорее розничный e-commerce, не дистрибутор оптом. Уже продают лаваш как минимум двух брендов. Возможный канал: размещение Эль Лаваш на их витрине как поставщика | Кому_продают=Розница по всей Испании через онлайн (B2C доминирует); Размер=Мелкий-средний (онлайн-ритейлер); Тип_отношений=СЛИШКОМ_МАЛЫЙ; Реалистично=2; Что_импортируют=Русские/армянские/украинские продукты включая лаваш армянский 300г и 1кг, икра, конфеты, конс; Из_каких_стран=Россия Армения Украина; Холодная_цепочка=Да (доставка скоропортящегося); Специализация=Русско-славянский+армянский",2,emigrantmarket.es,Частично,3,2026-05-28,,,Да (доставка скоропортящегося),,Круглый год
R596,Опт,Опт-Этнический импортёр,Mix Markt (Mini Mix) — сеть,"Сеть 454 магазинов в Европе, в Испании: Benidorm, Orihuela, Torrevieja, Alicante, Cartagena, Murcia, Roquetas, Denia, Valencia ×2, Badalona, Lleida, Altea, Platja d'Aro, Barcelona",По всей Испании (HQ Германия),(через сайт центрального офиса Германия),(через corporate),mixmarkt.eu,"Закупка централизованно через немецкий головной офис, выход — через корпоративный отдел байеров. В сети ЕСТЬ магазин в Platja d'Aro (близко к Льорету). Уже возят лаваш, шансы — стать локальным supplier для каталонских точек | Кому_продают=Собственная розничная сеть Mix Markt + Mini Mix, закупка централизованно; Размер=Очень крупный (международная группа); Тип_отношений=КОНКУРЕНТ_УЖЕ_ВОЗИТ_ЛАВАШ; Реалистично=3; Что_импортируют=Восточно-европейские продукты: пельмени, вареники, колбасы, рыба, мёд, дрожжи, выпечка, алкоголь, лаваш; Из_каких_стран=Россия Украина Польша Литва Латвия Болгария Сербия Румыния; Холодная_цепочка=Да; Специализация=Русско-славянский",3,mixmarkt.eu/es/inicio/,Частично,3,2026-05-28,,,Да,,Круглый год
R597,Опт,Опт-Этнический импортёр,Mini Mix Market (Armenia branch),Сеть магазинов; в Каталонии и BSN с фокусом на армянские продукты,Lloret de Mar / Platja d'Aro и др.,(через локальные точки),(через сайт),minimixmarket.com,"Подсеть Mix Markt с фокусом на армянские продукты. Магазины в нашем регионе. Шанс — поставлять локальный свежий лаваш напрямую для тех магазинов, где централизованная немецкая логистика не успевает за свежестью | Кому_продают=Розница; имеют собственные точки в BSN, Барселоне, Льейде, Бадалоне, Льорете возможно; Размер=Средний; Тип_отношений=ВОЗМОЖНЫЙ_ПАРТНЁР; Реалистично=3; Что_импортируют=Армянские продукты: лаваш, сыр чанах/чечил, бастурма, суджук, вина, коньяки; Из_каких_стран=Армения Грузия Россия; Холодная_цепочка=Да; Специализация=Армянский+мульти-этно",3,minimixmarket.com/Armenia/,Частично,3,2026-05-28,,,Да,,Круглый год
R598,Опт,Опт-Этнический импортёр,Yerevan Pastisseria Mercat Armenia (Lloret),Carrer Narcís Fors 10,Lloret de Mar,+34 649 184 697,(через магазин),(физическая точка),"ПРЯМОЙ КЛИЕНТ в Льорете, не дистрибутор. Хозяева — армяне, ""привозят армянские продукты в Испанию"". Гипотеза: купят свежий локальный Эль Лаваш для замены/дополнения привозного | Кому_продают=Розница в Льорет-де-Мар (туристы+местные армяне+русские); Размер=Мелкий (один магазин); Тип_отношений=ВОЗМОЖНЫЙ_ПАРТНЁР (как клиент); Реалистично=5; Что_импортируют=Армянские продукты + сладости/выпечка собственного производства, лаваш — могут стать прямым клиентом; Из_каких_стран=Армения Россия Украина Грузия Румыния Болгария Польша; Холодная_цепочка=Возможно (имеют выпечку); Специализация=Армянский+мульти-этно (рознично-оптовый)",5,mejorespeluquerias.es/yerevan-mercat-arm/,Частично,3,2026-05-28,,,Возможно (имеют выпечку),,Круглый год
R599,Опт,Опт-Этнический импортёр,Pazopoli SL,"Traktorowa 170 (склад в Польше, доставка в Испанию)",Łódź (Polonia) → Spain via shipping,+48 533 705 389 (WhatsApp Alexandre),kaleksandre3@gmail.com,georgianosenbarcelona.com,"Не базируется в Испании (склад в Польше), но обслуживают грузинскую диаспору здесь. Лаваш как комплемент к khachapuri — возможный B2B канал, но логистика сложнее | Кому_продают=Розница по всей Европе включая Испанию (WhatsApp orders); грузинские рестораны (Kinza и др.); Размер=Средний (тысячи клиентов в ЕС); Тип_отношений=ВОЗМОЖНЫЙ_ПАРТНЁР; Реалистично=2; Что_импортируют=100% грузинские: вина, лимонады, минералка, специи, маринады, сулугуни, сыры, чурчхела, ткемали, аджика; Из_каких_стран=Грузия; Холодная_цепочка=Да (контейнеры); Специализация=Грузинский",2,georgianosenbarcelona.com/es/productos-georgianos-en-espana-y-europa/,Частично,3,2026-05-28,,,Да (контейнеры),,Круглый год
R600,Опт,Опт-Этнический импортёр,Libanofoods S.L. (Baraka),Carrer Gessamí 13 / Carrer Cobalto 53 / Carrer de Montilla 6A,Sant Just Desvern / Sant Joan Despí (Barcelona),+34 933 727 910,info@libanofoods.com,libanofoods.com,"[ДУБЛИКАТ → СЛИТ С R158] Да (собственная доставка по BSN ежедневно) | Кому_продают=3000+ клиентов: гипермаркеты, рестораны, фастфуд, отельные сети, ритейл, мелкие магазины — по всей Испании+ЕС; Размер=Крупный (15+ лет; Тип_отношений= 3000 м² производство; Реалистично= лидер рынка); Что_импортируют=СОБСТВЕННОЕ ПРОИЗВОДСТВО: пита, ливанский хлеб, дюрум, хумус, тахини; ИМПОРТ: 300+ артикулов восточной кухни Ближнего Востока; Из_каких_стран=Ливан Сирия Турция Греция Израиль Иордания (+ Испания производство); Холодная_цепочка= 3000+ клиентов; Специализация=Арабский/ливанский — главный конкурент",3,КОНКУРЕНТ_УЖЕ_ВОЗИТ_ЛАВАШ,Дубликат,3,2026-05-28,,, 3000+ клиентов,,Круглый год
R601,Опт,Опт-Этнический импортёр,Green Lebanon SL (Grupo Fenicia),Calle Alcolea 46 Bis,Barcelona 08014,+34 931 708 180 / +34 663 666 060 / 686 + 680,info@greenlebanon.es,greenlebanon.es,"4 | Кому_продают=Супермаркеты, мелкая розница, рестораны арабской/средиземноморской кухни по Испании и Европе; Размер=Средний-крупный (с 1976 в Ливане; Тип_отношений=Да; Реалистично=КОНКУРЕНТ_УЖЕ_ВОЗИТ_ЛАВАШ; Что_импортируют=Специи, оливы, маринады, сиропы, мелассы, консервы, ПАН ЛИБАНЕС (ливанский хлеб) 18см, тахина, паста фило/катаифи; Из_каких_стран=Ливан (с 1976) + Греция Сирия Турция; Холодная_цепочка= в Испании с 1997); Специализация=Арабский/ливанский",3,"Уже возят ""Пан Либанес"" (ливанский плоский хлеб) — функциональный аналог лаваша. Конкурент в арабском канале. Стратегия — предлагать как комплемент (более тонкий армянский) или искать каналы, где их нет",Частично,3,2026-05-28,,, в Испании с 1997),,Круглый год
R602,Опт,Опт-Этнический импортёр,Aljawda (Aulad Khtira SL),Avinguda Segle XXI nº 82 (Viladecans) / Carrer Maset del Grau 43 nave 18 (Cervelló),Viladecans / Cervelló (Barcelona),+34 936 372 980 / +34 607 566 385,info@aljawda.es,aljawda.es,"Чистый B2B-дистрибутор арабской еды в районе Барселоны. Не делают своего хлеба — потенциальный канал для лаваша как комплемента к арабскому ассортименту | Кому_продают=Опт магазины и рестораны арабской еды в Каталонии и по Испании; Размер=Средний (семейный бизнес); Тип_отношений=ВОЗМОЖНЫЙ_ПАРТНЁР; Реалистично=3; Что_импортируют=Специи, масла, консервы арабские, бакалея; Из_каких_стран=Марокко Тунис Египет Ливан Сирия + локально; Холодная_цепочка=Частично; Специализация=Арабский",3,aljawda.es / aecoctrade.es/escaparate/empresa/aulad-khtira/,Частично,3,2026-05-28,,,Частично,,Круглый год
R603,Опт,Опт-Этнический импортёр,Twiza Import Export,(центральные склады в Madrid и Andalucía — точный адрес через форму),Madrid + Andalucía,(через сайт),(через сайт),twizaimportexport.com,"3 | Кому_продают=Магазины, супермаркеты, дистрибьюторы, бары, рестораны, отели — по Испании и Европе; Размер=Крупный (с 1995; Тип_отношений=Частично; Реалистично=ВОЗМОЖНЫЙ_ПАРТНЁР; Что_импортируют=Финики, оливы, халяль-колбасы, йогурты, специи, консервы, чаи, рис, крупа, мука, паста; Из_каких_стран=Марокко Тунис Алжир Турция Сирия Ливан + Испания; Холодная_цепочка= 25+ лет); Специализация=Арабский/халяль",3,Один из крупнейших халяль-дистрибьюторов (с 1995). Покрывает не Каталонию а Мадрид+Андалусию. Лаваш в их ассортимент может зайти — если у Эль Лаваш появится халяль-сертификат,Частично,3,2026-05-28,,, 25+ лет),,Круглый год
R604,Опт,Опт-Этнический импортёр,Ismaels Kebab SL,Alcalá de Guadaira,Alcalá de Guadaira (Sevilla),(через Europages/сайт),(через Europages),(см. Europages: ismaels-kebab),"[ДУБЛИКАТ → СЛИТ С R509] Специалисты по дёнер-кебабу — крупная клиентская база кебабных. Лаваш — комплемент к их основному продукту (тонкий хлеб для роллов). Покрытие — Андалусия+национальное | Кому_продают=Кебабные, шаурма-точки, фастфуд по всей Испании (10+ лет); Размер=Средний (20-49 сотрудников); Тип_отношений=ВОЗМОЖНЫЙ_ПАРТНЁР; Реалистично=3; Что_импортируют=Döner kebab pinchos, халяль-мясо, арабские продукты, бургеры халяль; Из_каких_стран=Турция Германия + локально; Холодная_цепочка=Да (заморозка кебаб-пинчо); Специализация=Турецкий/арабский/халяль (döner)",3,europages.es/empresas/distribuidor/halal.html,Дубликат,3,2026-05-28,,,Да (заморозка кебаб-пинчо),,Круглый год
R605,Опт,Опт-Этнический импортёр,Iraf Kebab,"Делегации: Almería, Badajoz, Bilbao, Barcelona, Córdoba, Cáceres, Granada, Logroño, Pontevedra, Madrid, Málaga, Murcia, Sevilla, Sant Carles de la Rapita (Tarragona), Valladolid, Valencia, Zaragoza, Lisboa, Faro",18 городов Испании + Португалия,(через сайт),(через сайт),irafkebab.com,"Имеют делегацию в Sant Carles de la Rapita (Tarragona) — Каталония. Канал для лаваша как тонкого хлеба для роллов/шаурмы. Их клиенты — сотни кебабных по Испании | Кому_продают=Кебабные по всей Иберии; Размер=Крупный (национальное покрытие); Тип_отношений=ВОЗМОЖНЫЙ_ПАРТНЁР; Реалистично=4; Что_импортируют=Полный комплект для kebab-бизнеса: пинчо, мясо, халяль, соусы, хлеб для дюрума; Из_каких_стран=Турция Германия; Холодная_цепочка=Да; Специализация=Турецкий (döner-distributor)",4,irafkebab.com,Частично,3,2026-05-28,,,Да,,Круглый год
R606,Опт,Опт-Этнический импортёр,AYA Kebab (Akser Döner),"Levante, Murcia, Albacete + новая делегация Barcelona",Murcia (HQ) + Barcelona,(через Europages),(через сайт),(через Europages: aya-kebab),"Эксклюзивный представитель турецкой марки AKSER. Открыли делегацию в Барселоне — релевантно для Эль Лаваш. Канал — кебабные | Кому_продают=Кебабные в Леванте, Мурсии, Альбасете, теперь Барселоне; Размер=Средний; Тип_отношений=ВОЗМОЖНЫЙ_ПАРТНЁР; Реалистично=3; Что_импортируют=Эксклюзивный дистрибутор марки AKSER DÖNER в Испании, мясо для kebab, импорт-экспорт всего ассортимента kebab-точек включая хлеб; Из_каких_стран=Турция; Холодная_цепочка=Да; Специализация=Турецкий (döner)",3,europages.es/empresas/espana/kebab.html,Частично,3,2026-05-28,,,Да,,Круглый год
R607,Опт,Опт-Этнический импортёр,Ozturk Quebap Producción SL,(см. сайт),España,(см. сайт),(см. сайт),ozturk.es,[ДУБЛИКАТ → СЛИТ С R503] Сами производят мясо для kebab. Их клиенты — кебабные. Возможный канал для cross-sell лаваша к их клиентам | Кому_продают=Кебабные и рестораны турецкой кухни по всей Испании; Размер=Крупный (производитель №1 по pinchos); Тип_отношений=ВОЗМОЖНЫЙ_ПАРТНЁР; Реалистично=2; Что_импортируют=Самый крупный производитель пинчо/дёнер/lonchados кебаб в Испании; Из_каких_стран=Сырьё локально + турецкая рецептура; Холодная_цепочка=Частично; Специализация=Турецкий (производство döner),2,ozturk.es,Дубликат,3,2026-05-28,,,Частично,,Круглый год
R608,Опт,Опт-Этнический импортёр,Kebab Destán (фабрика хлеба),(см. сайт),España,(см. сайт),(см. сайт),kebabdestan.com,"Делают именно пинчо (мясо), хлеб для kebab — НЕ лаваш. Низкое пересечение | Кому_продают=Distribuidores mayoristas, тысячи ресторанов по Испании; Размер=Крупный (40+ лет); Тип_отношений=КОНКУРЕНТ (но не лаваш); Реалистично=2; Что_импортируют=СОБСТВЕННОЕ ПРОИЗВОДСТВО пинчо kebab с 1983; снабжают распространителей по всей Испании; Из_каких_стран=Турция + локально; Холодная_цепочка=Да; Специализация=Турецкий (производство хлеба для kebab)",2,kebabdestan.com,Частично,3,2026-05-28,,,Да,,Круглый год
R609,Опт,Опт-Этнический импортёр,Fabricapan (Sistema Logístico Alimentario SLU),"C/ Torre del Bierzo 14, P.I. Cobo Calleja",Fuenlabrada (Madrid),+34 91 642 32 62,(через сайт),fabricapankebab.com,"[ДУБЛИКАТ → СЛИТ С R502] Прямой конкурент по тонкому турецкому хлебу для kebab. CIF B-86007812, RGS 4000029929/M. Их клиенты — кебабные = потенциальные клиенты Эль Лаваш если предложить армянский лаваш как альтернативу турецкому пану | Кому_продают=Кебабные через дистрибьюторов; Размер=Средний (3 поколения); Тип_отношений=КОНКУРЕНТ_ПРЯМОЙ (плоский хлеб); Реалистично=3; Что_импортируют=Турецкий хлеб для kebab — производят сами с 2000 г.; Из_каких_стран=Локально (Испания); Холодная_цепочка=Нет (свежий хлеб); Специализация=Турецкий (производитель турецкого хлеба для kebab)",3,fabricapankebab.com,Дубликат,3,2026-05-28,,,Нет (свежий хлеб),,Круглый год
R610,Опт,Опт-Этнический импортёр,Benkebab,(склад Málaga),Málaga,+34 602 451 427 (WhatsApp),(через сайт),benkebab.com,"[ДУБЛИКАТ → СЛИТ С R506] Онлайн B2B-дистрибутор kebab продуктов. Канал — кебабные. Pan durum/pita — комплемент к лавашу | Кому_продают=Кебабные по всей Испании через онлайн-заказы (Logifrio cold chain доставка 24-48 ч); Размер=Средний (онлайн оптовик); Тип_отношений=ВОЗМОЖНЫЙ_ПАРТНЁР; Реалистично=3; Что_импортируют=Pinchos, carne kebab, pan durum, pan de pita, salsa yogur, salsas picantes; Из_каких_стран=Турция + локально; Холодная_цепочка=Да (Logifrio); Специализация=Турецкий (online wholesale döner)",3,benkebab.com / benkebab.com/distribuidor-kebab/,Дубликат,3,2026-05-28,,,Да (Logifrio),,Круглый год
R611,Опт,Опт-Этнический импортёр,Nikomand Iranian Shop,C/ d'Elkano 15,Barcelona 08004,+34 931 290 828 / +34 607 32 11 76,info@nikomand.com,nikomand.com,"[ДУБЛИКАТ → СЛИТ С R056] Уже в базе как представитель BADR. Лаваш — традиционный иранский хлеб (sangak/lavash). Канал для иранской диаспоры + персидские рестораны Барселоны | Кому_продают=Магазины Испании+Португалии (B2B), персидские рестораны, частные клиенты в Барселоне; Размер=Мелкий-средний (один магазин + дистрибуция бренда); Тип_отношений=ВОЗМОЖНЫЙ_ПАРТНЁР; Реалистично=3; Что_импортируют=BADR (эксклюзив Испания+Португалия): рис, чай, фруктовые соленья, сухофрукты, сладости, снеки, орехи, шафран, консервы; иранский супермаркет; Из_каких_стран=Иран (через BADR); Холодная_цепочка=Возможно (магазин); Специализация=Иранский/персидский (эксклюзивный дистрибутор BADR)",3,nikomand.com/contacto-de-tienda-irani-alimentos-en-barcelona/,Дубликат,3,2026-05-28,,,Возможно (магазин),,Круглый год
R612,Опт,Опт-Этнический импортёр,Delicias Persas,"Calle Antonio Calvo Nº2, Local Derecha",Madrid 28027,+34 637 774 990 (общий) / +34 631 30 21 11 (mayoristas),info@deliciaspersas.com,deliciaspersas.com,"Mayoristas-программа есть. Базируются в Мадриде. Подходит как альтернативный иранский канал на восток Испании | Кому_продают=Розница+опт по всей Испании+Португалии; рестораны, торговые точки, экспортёры; Размер=Мелкий-средний; Тип_отношений=ВОЗМОЖНЫЙ_ПАРТНЁР; Реалистично=3; Что_импортируют=100% иранские продукты импорт; включая бренд BADR; Из_каких_стран=Иран; Холодная_цепочка=Возможно; Специализация=Иранский/персидский",3,deliciaspersas.com/mayoristas/,Частично,3,2026-05-28,,,Возможно,,Круглый год
R613,Опт,Опт-Этнический импортёр,Leo Foods (Interleo),Almacén Nueva Campana,Marbella (Málaga),(через сайт interleo.com),(через interleo.com),interleo.com/es/proveedor-de-productos-alimenticios-iranies-en-marbella/,"Базируется в Марбелье — далеко от Каталонии, но если расширять на Costa del Sol — единственный персидский опт там | Кому_продают=Розница+опт; рестораны и кафе персидской кухни Costa del Sol; Размер=Мелкий-средний; Тип_отношений=ВОЗМОЖНЫЙ_ПАРТНЁР; Реалистично=2; Что_импортируют=Иранские продукты, бакалея, напитки иранские; Из_каких_стран=Иран; Холодная_цепочка=Да (склад); Специализация=Иранский/персидский",2,interleo.com,Частично,3,2026-05-28,,,Да (склад),,Круглый год
R614,Опт,Опт-Этнический импортёр,L'Arbre Persan,Tassin-La-Demi-Lune (Francia, обслуживают Испанию),Francia → ES,(через Europages),(через Europages),"2 | Кому_продают=Иран Афганистан Центральная Азия; Размер=B2B Испания+Франция (продукты премиум-класса); Тип_отношений=Возможно; Реалистично=ВОЗМОЖНЫЙ_ПАРТНЁР; Что_импортируют=europages.es/empresas/importadores.html; Из_каких_стран=Премиум-продукты из Ирана, Афганистана, Центральной Азии; орехи, специи, сухофрукты; Холодная_цепочка=Средний (с сертификациями); Специализация=Иранский+афганский+центральноазиатский",3,Французский импортёр работающий в Испании. Расширяют ассортимент персидской/центральноазиатской еды — лаваш центральноазиатский подойдёт. Сложнее логистика,Частично,3,2026-05-28,,,Средний (с сертификациями),,Круглый год
R615,Опт,Опт-Этнический импортёр,Euro Halal Foods Bcn,C/ Santiago 65,Badalona 08918 (Barcelona),(через Kompass),(через Kompass),kompass.com (es990005336215),"Pakistani-focus distributor в Badalona (близко к Льорету). Канал — pakistani/халяль магазины Каталонии. Лаваш — комплемент к их ассортименту (rotti/наан → лаваш) | Кому_продают=Pakistani/халяль магазины в BSN и Каталонии; Размер=Мелкий-средний; Тип_отношений=ВОЗМОЖНЫЙ_ПАРТНЁР; Реалистично=2; Что_импортируют=Фрукты, овощи, оливковое масло, mas fritas, напитки, обувь и др. — мульти-продукт; Из_каких_стран=Pakistan + локально; Холодная_цепочка=Возможно; Специализация=Арабский/халяль (Pakistan/India)",2,kompass.com/c/euro-halal-foods-bcn/es990005336215/,Частично,3,2026-05-28,,,Возможно,,Круглый год
